0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.6178097895885282,1.0324732581086902,0.40845828995049344,0.4474976490667599,0.8439312702769002,-0.11728354712290083,0.02350589246032877,0.20391726737162355,-0.3917050604668354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.10615804634840115,-0.744485216106866,-0.7419502925460248,0.4474976490667599,0.2293479268478408,-0.47847174992315683,4.056283361667334,-0.8033264432278135,-0.4298411804902862,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.192109800253795,-0.744485216106866,-0.7419502925460248,0.4474976490667599,-0.38523541658121857,-0.8740588291805801,-0.48992642422111865,-0.21576761204480827,-0.3062801516143055,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.3417776255254577,0.14399402100091213,1.5588668724470116,0.4474976490667599,0.8439312702769002,1.1268091514113143,-0.7139696169548412,0.4976966829631281,-0.020259251438424313,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6178097895885282,1.0324732581086902,0.9836625811987526,0.4474976490667599,0.8439312702769002,0.3069692625154951,-0.22854269936510904,-0.7613579552861711,-0.1659392299280065,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6178097895885282,1.0324732581086902,0.9836625811987526,0.4474976490667599,0.8439312702769002,-0.29501107548493155,-0.5459372224045492,0.20391726737162355,-0.4862826381249934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8301258822853306,-0.744485216106866,-0.7419502925460248,0.4474976490667599,-0.38523541658121857,-0.26634534510395885,-0.4432507590682598,0.4976966829631281,0.3710173400021812,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.10615804634840115,0.14399402100091213,-0.1667460012977657,0.4474976490667599,0.8439312702769002,-0.7135307390471329,-0.8166560802911306,0.4976966829631281,-0.6174708910056642,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.789713297399316,1.0324732581086902,2.70927545494353,-1.1715120052566104,0.2293479268478408,0.4216321840393859,-0.6952993508936975,-0.8033264432278135,-0.49848619653249765,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.46814196431686583,0.14399402100091213,-0.1667460012977657,-1.1715120052566104,-1.6144021034393374,-0.4842048959993514,-0.1818670342122502,0.24588575531326973,-0.28187303479929693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.10615804634840115,-0.744485216106866,-0.1667460012977657,0.4474976490667599,-2.2289854468683967,-0.44980601954218413,-0.29388863057911147,-1.6846646900023234,-0.4069595084762157,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8301258822853306,-0.744485216106866,-0.7419502925460248,-1.1715120052566104,-0.38523541658121857,-0.4440728734659896,0.07018155761318762,-1.2649798105858916,0.08728460702770702,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
